cname,ccodealp_year_2,ccode,cname2,year,wbgi_cce,ti_cpi
Kyrgyzstan,KGZ1975,417,Kyrgyzstan,1975,,
Kyrgyzstan,KGZ1976,417,Kyrgyzstan,1976,,
Kyrgyzstan,KGZ1977,417,Kyrgyzstan,1977,,
Kyrgyzstan,KGZ1978,417,Kyrgyzstan,1978,,
Kyrgyzstan,KGZ1979,417,Kyrgyzstan,1979,,
Kyrgyzstan,KGZ1980,417,Kyrgyzstan,1980,,
Kyrgyzstan,KGZ1981,417,Kyrgyzstan,1981,,
Kyrgyzstan,KGZ1982,417,Kyrgyzstan,1982,,
Kyrgyzstan,KGZ1983,417,Kyrgyzstan,1983,,
Kyrgyzstan,KGZ1984,417,Kyrgyzstan,1984,,
Kyrgyzstan,KGZ1985,417,Kyrgyzstan,1985,,
Kyrgyzstan,KGZ1986,417,Kyrgyzstan,1986,,
Kyrgyzstan,KGZ1987,417,Kyrgyzstan,1987,,
Kyrgyzstan,KGZ1988,417,Kyrgyzstan,1988,,
Kyrgyzstan,KGZ1989,417,Kyrgyzstan,1989,,
Kyrgyzstan,KGZ1990,417,Kyrgyzstan,1990,,
Kyrgyzstan,KGZ1991,417,Kyrgyzstan,1991,,
Kyrgyzstan,KGZ1992,417,Kyrgyzstan,1992,,
Kyrgyzstan,KGZ1993,417,Kyrgyzstan,1993,,
Kyrgyzstan,KGZ1994,417,Kyrgyzstan,1994,,
Kyrgyzstan,KGZ1995,417,Kyrgyzstan,1995,,
Kyrgyzstan,KGZ1996,417,Kyrgyzstan,1996,-0.47267726,
Kyrgyzstan,KGZ1997,417,Kyrgyzstan,1997,,
Kyrgyzstan,KGZ1998,417,Kyrgyzstan,1998,-0.48243129,
Kyrgyzstan,KGZ1999,417,Kyrgyzstan,1999,,2.2
Kyrgyzstan,KGZ2000,417,Kyrgyzstan,2000,-0.72645146,
Kyrgyzstan,KGZ2001,417,Kyrgyzstan,2001,,
Kyrgyzstan,KGZ2002,417,Kyrgyzstan,2002,-0.86439884,
Kyrgyzstan,KGZ2003,417,Kyrgyzstan,2003,-0.90027583,2.0999999
Kyrgyzstan,KGZ2004,417,Kyrgyzstan,2004,-1.0272392,2.2
Kyrgyzstan,KGZ2005,417,Kyrgyzstan,2005,-1.1703095,2.3
Kyrgyzstan,KGZ2006,417,Kyrgyzstan,2006,-1.261313,2.2
Kyrgyzstan,KGZ2007,417,Kyrgyzstan,2007,-1.2406602,2.0999999
Kyrgyzstan,KGZ2008,417,Kyrgyzstan,2008,-1.1211357,1.8
Kyrgyzstan,KGZ2009,417,Kyrgyzstan,2009,-1.2305684,1.9
Kyrgyzstan,KGZ2010,417,Kyrgyzstan,2010,-1.1090655,2
Kyrgyzstan,KGZ2011,417,Kyrgyzstan,2011,-1.153633,2.1198781
Kyrgyzstan,KGZ2012,417,Kyrgyzstan,2012,-1.0902107,2.4000001
Kyrgyzstan,KGZ2013,417,Kyrgyzstan,2013,,2.4000001
Kyrgyzstan,KGZ2014,417,Kyrgyzstan,2014,,
Laos,LAO1960,418,Laos,1960,,
Laos,LAO1961,418,Laos,1961,,
Laos,LAO1962,418,Laos,1962,,
Laos,LAO1963,418,Laos,1963,,
Laos,LAO1964,418,Laos,1964,,
Laos,LAO1965,418,Laos,1965,,
Laos,LAO1966,418,Laos,1966,,
Laos,LAO1967,418,Laos,1967,,
Laos,LAO1968,418,Laos,1968,,
Laos,LAO1969,418,Laos,1969,,
Laos,LAO1970,418,Laos,1970,,
Laos,LAO1971,418,Laos,1971,,
Laos,LAO1972,418,Laos,1972,,
Laos,LAO1973,418,Laos,1973,,
Laos,LAO1974,418,Laos,1974,,
Laos,LAO1975,418,Laos,1975,,
Laos,LAO1976,418,Laos,1976,,
Laos,LAO1977,418,Laos,1977,,
Laos,LAO1978,418,Laos,1978,,
Laos,LAO1979,418,Laos,1979,,
Laos,LAO1980,418,Laos,1980,,
Laos,LAO1981,418,Laos,1981,,
Laos,LAO1982,418,Laos,1982,,
Laos,LAO1983,418,Laos,1983,,
Laos,LAO1984,418,Laos,1984,,
Laos,LAO1985,418,Laos,1985,,
Laos,LAO1986,418,Laos,1986,,
Laos,LAO1987,418,Laos,1987,,
Laos,LAO1988,418,Laos,1988,,
Laos,LAO1989,418,Laos,1989,,
Laos,LAO1990,418,Laos,1990,,
Laos,LAO1991,418,Laos,1991,,
Laos,LAO1992,418,Laos,1992,,
Laos,LAO1993,418,Laos,1993,,
Laos,LAO1994,418,Laos,1994,,
Laos,LAO1995,418,Laos,1995,,
Laos,LAO1996,418,Laos,1996,-0.47267726,
Laos,LAO1997,418,Laos,1997,,
Laos,LAO1998,418,Laos,1998,-0.38902372,
Laos,LAO1999,418,Laos,1999,,
Laos,LAO2000,418,Laos,2000,-0.77888232,
Laos,LAO2001,418,Laos,2001,,
Laos,LAO2002,418,Laos,2002,-1.0464197,
Laos,LAO2003,418,Laos,2003,-1.1556845,
Laos,LAO2004,418,Laos,2004,-1.2420081,
Laos,LAO2005,418,Laos,2005,-1.3220844,3.3
Laos,LAO2006,418,Laos,2006,-1.3154697,2.5999999
Laos,LAO2007,418,Laos,2007,-1.2844133,1.9
Laos,LAO2008,418,Laos,2008,-1.2124289,2
Laos,LAO2009,418,Laos,2009,-1.2610821,2
Laos,LAO2010,418,Laos,2010,-1.2068852,2.0999999
Laos,LAO2011,418,Laos,2011,-1.1863033,2.2139671
Laos,LAO2012,418,Laos,2012,-1.0408849,2.0999999
Laos,LAO2013,418,Laos,2013,,2.5999999
Laos,LAO2014,418,Laos,2014,,
Latvia,LVA1960,428,Latvia,1960,,
Latvia,LVA1961,428,Latvia,1961,,
Latvia,LVA1962,428,Latvia,1962,,
Latvia,LVA1963,428,Latvia,1963,,
Latvia,LVA1964,428,Latvia,1964,,
Latvia,LVA1965,428,Latvia,1965,,
Latvia,LVA1966,428,Latvia,1966,,
Latvia,LVA1967,428,Latvia,1967,,
Latvia,LVA1968,428,Latvia,1968,,
Latvia,LVA1969,428,Latvia,1969,,
Latvia,LVA1970,428,Latvia,1970,,
Latvia,LVA1971,428,Latvia,1971,,
Latvia,LVA1972,428,Latvia,1972,,
Latvia,LVA1973,428,Latvia,1973,,
Latvia,LVA1974,428,Latvia,1974,,
Latvia,LVA1975,428,Latvia,1975,,
Latvia,LVA1976,428,Latvia,1976,,
Latvia,LVA1977,428,Latvia,1977,,
Latvia,LVA1978,428,Latvia,1978,,
Latvia,LVA1979,428,Latvia,1979,,
Latvia,LVA1980,428,Latvia,1980,,
Latvia,LVA1981,428,Latvia,1981,,
Latvia,LVA1982,428,Latvia,1982,,
Latvia,LVA1983,428,Latvia,1983,,
Latvia,LVA1984,428,Latvia,1984,,
Latvia,LVA1985,428,Latvia,1985,,
Latvia,LVA1986,428,Latvia,1986,,
Latvia,LVA1987,428,Latvia,1987,,
Latvia,LVA1988,428,Latvia,1988,,
Latvia,LVA1989,428,Latvia,1989,,
Latvia,LVA1990,428,Latvia,1990,,
Latvia,LVA1991,428,Latvia,1991,,
Latvia,LVA1992,428,Latvia,1992,,
Latvia,LVA1993,428,Latvia,1993,,
Latvia,LVA1994,428,Latvia,1994,,
Latvia,LVA1995,428,Latvia,1995,,
Latvia,LVA1996,428,Latvia,1996,-0.81954581,
Latvia,LVA1997,428,Latvia,1997,,
Latvia,LVA1998,428,Latvia,1998,-0.030028095,2.7
Latvia,LVA1999,428,Latvia,1999,,3.4000001
Latvia,LVA2000,428,Latvia,2000,-0.28767702,3.4000001
Latvia,LVA2001,428,Latvia,2001,,3.4000001
Latvia,LVA2002,428,Latvia,2002,-0.12049814,3.7
Latvia,LVA2003,428,Latvia,2003,0.17579317,3.8
Latvia,LVA2004,428,Latvia,2004,0.13708577,4
Latvia,LVA2005,428,Latvia,2005,0.32103789,4.1999998
Latvia,LVA2006,428,Latvia,2006,0.29331648,4.6999998
Latvia,LVA2007,428,Latvia,2007,0.2480645,4.8000002
Latvia,LVA2008,428,Latvia,2008,0.12984771,5
Latvia,LVA2009,428,Latvia,2009,0.12665519,4.5
Latvia,LVA2010,428,Latvia,2010,0.12535706,4.3000002
Latvia,LVA2011,428,Latvia,2011,0.1883696,4.1943002
Latvia,LVA2012,428,Latvia,2012,0.15481822,4.9000001
Latvia,LVA2013,428,Latvia,2013,,5.3000002
Latvia,LVA2014,428,Latvia,2014,,
Lebanon,LBN1960,422,Lebanon,1960,,
Lebanon,LBN1961,422,Lebanon,1961,,
Lebanon,LBN1962,422,Lebanon,1962,,
Lebanon,LBN1963,422,Lebanon,1963,,
Lebanon,LBN1964,422,Lebanon,1964,,
Lebanon,LBN1965,422,Lebanon,1965,,
Lebanon,LBN1966,422,Lebanon,1966,,
Lebanon,LBN1967,422,Lebanon,1967,,
Lebanon,LBN1968,422,Lebanon,1968,,
Lebanon,LBN1969,422,Lebanon,1969,,
Lebanon,LBN1970,422,Lebanon,1970,,
Lebanon,LBN1971,422,Lebanon,1971,,
Lebanon,LBN1972,422,Lebanon,1972,,
Lebanon,LBN1973,422,Lebanon,1973,,
Lebanon,LBN1974,422,Lebanon,1974,,
Lebanon,LBN1975,422,Lebanon,1975,,
Lebanon,LBN1976,422,Lebanon,1976,,
Lebanon,LBN1977,422,Lebanon,1977,,
Lebanon,LBN1978,422,Lebanon,1978,,
Lebanon,LBN1979,422,Lebanon,1979,,
Lebanon,LBN1980,422,Lebanon,1980,,
Lebanon,LBN1981,422,Lebanon,1981,,
Lebanon,LBN1982,422,Lebanon,1982,,
Lebanon,LBN1983,422,Lebanon,1983,,
Lebanon,LBN1984,422,Lebanon,1984,,
Lebanon,LBN1985,422,Lebanon,1985,,
Lebanon,LBN1986,422,Lebanon,1986,,
Lebanon,LBN1987,422,Lebanon,1987,,
Lebanon,LBN1988,422,Lebanon,1988,,
Lebanon,LBN1989,422,Lebanon,1989,,
Lebanon,LBN1990,422,Lebanon,1990,,
Lebanon,LBN1991,422,Lebanon,1991,,
Lebanon,LBN1992,422,Lebanon,1992,,
Lebanon,LBN1993,422,Lebanon,1993,,
Lebanon,LBN1994,422,Lebanon,1994,,
Lebanon,LBN1995,422,Lebanon,1995,,
Lebanon,LBN1996,422,Lebanon,1996,-0.46891883,
Lebanon,LBN1997,422,Lebanon,1997,,
Lebanon,LBN1998,422,Lebanon,1998,-0.2529135,
Lebanon,LBN1999,422,Lebanon,1999,,
Lebanon,LBN2000,422,Lebanon,2000,-0.40507099,
Lebanon,LBN2001,422,Lebanon,2001,,
Lebanon,LBN2002,422,Lebanon,2002,-0.38144514,
Lebanon,LBN2003,422,Lebanon,2003,-0.58708769,3
Lebanon,LBN2004,422,Lebanon,2004,-0.60394883,2.7
Lebanon,LBN2005,422,Lebanon,2005,-0.48764691,3.0999999
Lebanon,LBN2006,422,Lebanon,2006,-0.93780208,3.5999999
Lebanon,LBN2007,422,Lebanon,2007,-0.89234072,3
Lebanon,LBN2008,422,Lebanon,2008,-0.84302795,3
Lebanon,LBN2009,422,Lebanon,2009,-0.82743019,2.5
Lebanon,LBN2010,422,Lebanon,2010,-0.86066824,2.5
Lebanon,LBN2011,422,Lebanon,2011,-0.8862949,2.4868441
Lebanon,LBN2012,422,Lebanon,2012,-0.86529851,3
Lebanon,LBN2013,422,Lebanon,2013,,2.8
Lebanon,LBN2014,422,Lebanon,2014,,
Lesotho,LSO1960,426,Lesotho,1960,,
Lesotho,LSO1961,426,Lesotho,1961,,
Lesotho,LSO1962,426,Lesotho,1962,,
Lesotho,LSO1963,426,Lesotho,1963,,
Lesotho,LSO1964,426,Lesotho,1964,,
Lesotho,LSO1965,426,Lesotho,1965,,
Lesotho,LSO1966,426,Lesotho,1966,,
Lesotho,LSO1967,426,Lesotho,1967,,
Lesotho,LSO1968,426,Lesotho,1968,,
Lesotho,LSO1969,426,Lesotho,1969,,
Lesotho,LSO1970,426,Lesotho,1970,,
Lesotho,LSO1971,426,Lesotho,1971,,
Lesotho,LSO1972,426,Lesotho,1972,,
Lesotho,LSO1973,426,Lesotho,1973,,
Lesotho,LSO1974,426,Lesotho,1974,,
Lesotho,LSO1975,426,Lesotho,1975,,
Lesotho,LSO1976,426,Lesotho,1976,,
Lesotho,LSO1977,426,Lesotho,1977,,
Lesotho,LSO1978,426,Lesotho,1978,,
Lesotho,LSO1979,426,Lesotho,1979,,
Lesotho,LSO1980,426,Lesotho,1980,,
Lesotho,LSO1981,426,Lesotho,1981,,
Lesotho,LSO1982,426,Lesotho,1982,,
Lesotho,LSO1983,426,Lesotho,1983,,
Lesotho,LSO1984,426,Lesotho,1984,,
Lesotho,LSO1985,426,Lesotho,1985,,
Lesotho,LSO1986,426,Lesotho,1986,,
Lesotho,LSO1987,426,Lesotho,1987,,
Lesotho,LSO1988,426,Lesotho,1988,,
Lesotho,LSO1989,426,Lesotho,1989,,
Lesotho,LSO1990,426,Lesotho,1990,,
Lesotho,LSO1991,426,Lesotho,1991,,
Lesotho,LSO1992,426,Lesotho,1992,,
Lesotho,LSO1993,426,Lesotho,1993,,
Lesotho,LSO1994,426,Lesotho,1994,,
Lesotho,LSO1995,426,Lesotho,1995,,
Lesotho,LSO1996,426,Lesotho,1996,-0.47267726,
Lesotho,LSO1997,426,Lesotho,1997,,
Lesotho,LSO1998,426,Lesotho,1998,-0.072774947,
Lesotho,LSO1999,426,Lesotho,1999,,
Lesotho,LSO2000,426,Lesotho,2000,-0.12362281,
Lesotho,LSO2001,426,Lesotho,2001,,
Lesotho,LSO2002,426,Lesotho,2002,-0.17866774,
Lesotho,LSO2003,426,Lesotho,2003,-0.3949993,
Lesotho,LSO2004,426,Lesotho,2004,-0.19221406,
Lesotho,LSO2005,426,Lesotho,2005,-0.039452244,3.4000001
Lesotho,LSO2006,426,Lesotho,2006,-0.052554168,3.2
Lesotho,LSO2007,426,Lesotho,2007,-0.12018636,3.3
Lesotho,LSO2008,426,Lesotho,2008,0.031414282,3.2
Lesotho,LSO2009,426,Lesotho,2009,0.15989345,3.3
Lesotho,LSO2010,426,Lesotho,2010,0.17815961,3.5
Lesotho,LSO2011,426,Lesotho,2011,0.18211912,3.5161049
Lesotho,LSO2012,426,Lesotho,2012,0.11342409,4.5
Lesotho,LSO2013,426,Lesotho,2013,,4.9000001
Lesotho,LSO2014,426,Lesotho,2014,,
Liberia,LBR1960,430,Liberia,1960,,
Liberia,LBR1961,430,Liberia,1961,,
Liberia,LBR1962,430,Liberia,1962,,
Liberia,LBR1963,430,Liberia,1963,,
Liberia,LBR1964,430,Liberia,1964,,
Liberia,LBR1965,430,Liberia,1965,,
Liberia,LBR1966,430,Liberia,1966,,
Liberia,LBR1967,430,Liberia,1967,,
Liberia,LBR1968,430,Liberia,1968,,
Liberia,LBR1969,430,Liberia,1969,,
Liberia,LBR1970,430,Liberia,1970,,
Liberia,LBR1971,430,Liberia,1971,,
Liberia,LBR1972,430,Liberia,1972,,
Liberia,LBR1973,430,Liberia,1973,,
Liberia,LBR1974,430,Liberia,1974,,
Liberia,LBR1975,430,Liberia,1975,,
Liberia,LBR1976,430,Liberia,1976,,
Liberia,LBR1977,430,Liberia,1977,,
Liberia,LBR1978,430,Liberia,1978,,
Liberia,LBR1979,430,Liberia,1979,,
Liberia,LBR1980,430,Liberia,1980,,
Liberia,LBR1981,430,Liberia,1981,,
Liberia,LBR1982,430,Liberia,1982,,
Liberia,LBR1983,430,Liberia,1983,,
Liberia,LBR1984,430,Liberia,1984,,
Liberia,LBR1985,430,Liberia,1985,,
Liberia,LBR1986,430,Liberia,1986,,
Liberia,LBR1987,430,Liberia,1987,,
Liberia,LBR1988,430,Liberia,1988,,
Liberia,LBR1989,430,Liberia,1989,,
Liberia,LBR1990,430,Liberia,1990,,
Liberia,LBR1991,430,Liberia,1991,,
Liberia,LBR1992,430,Liberia,1992,,
Liberia,LBR1993,430,Liberia,1993,,
Liberia,LBR1994,430,Liberia,1994,,
Liberia,LBR1995,430,Liberia,1995,,
Liberia,LBR1996,430,Liberia,1996,-1.7400323,
Liberia,LBR1997,430,Liberia,1997,,
Liberia,LBR1998,430,Liberia,1998,-1.7297338,
Liberia,LBR1999,430,Liberia,1999,,
Liberia,LBR2000,430,Liberia,2000,-1.3687409,
Liberia,LBR2001,430,Liberia,2001,,
Liberia,LBR2002,430,Liberia,2002,-1.1730001,
Liberia,LBR2003,430,Liberia,2003,-1.2181029,
Liberia,LBR2004,430,Liberia,2004,-1.2673538,
Liberia,LBR2005,430,Liberia,2005,-1.0372244,2.2
Liberia,LBR2006,430,Liberia,2006,-0.4739823,
Liberia,LBR2007,430,Liberia,2007,-0.33199695,2.0999999
Liberia,LBR2008,430,Liberia,2008,-0.70039743,2.4000001
Liberia,LBR2009,430,Liberia,2009,-0.56271052,3.0999999
Liberia,LBR2010,430,Liberia,2010,-0.52783847,3.3
Liberia,LBR2011,430,Liberia,2011,-0.60890824,3.1887951
Liberia,LBR2012,430,Liberia,2012,-0.5729202,4.0999999
Liberia,LBR2013,430,Liberia,2013,,3.8
Liberia,LBR2014,430,Liberia,2014,,
Libya,LBY1960,434,Libya,1960,,
Libya,LBY1961,434,Libya,1961,,
Libya,LBY1962,434,Libya,1962,,
Libya,LBY1963,434,Libya,1963,,
Libya,LBY1964,434,Libya,1964,,
Libya,LBY1965,434,Libya,1965,,
Libya,LBY1966,434,Libya,1966,,
Libya,LBY1967,434,Libya,1967,,
Libya,LBY1968,434,Libya,1968,,
Libya,LBY1969,434,Libya,1969,,
Libya,LBY1970,434,Libya,1970,,
Libya,LBY1971,434,Libya,1971,,
Libya,LBY1972,434,Libya,1972,,
Libya,LBY1973,434,Libya,1973,,
Libya,LBY1974,434,Libya,1974,,
Libya,LBY1975,434,Libya,1975,,
Libya,LBY1976,434,Libya,1976,,
Libya,LBY1977,434,Libya,1977,,
Libya,LBY1978,434,Libya,1978,,
Libya,LBY1979,434,Libya,1979,,
Libya,LBY1980,434,Libya,1980,,
Libya,LBY1981,434,Libya,1981,,
Libya,LBY1982,434,Libya,1982,,
Libya,LBY1983,434,Libya,1983,,
Libya,LBY1984,434,Libya,1984,,
Libya,LBY1985,434,Libya,1985,,
Libya,LBY1986,434,Libya,1986,,
Libya,LBY1987,434,Libya,1987,,
Libya,LBY1988,434,Libya,1988,,
Libya,LBY1989,434,Libya,1989,,
Libya,LBY1990,434,Libya,1990,,
Libya,LBY1991,434,Libya,1991,,
Libya,LBY1992,434,Libya,1992,,
Libya,LBY1993,434,Libya,1993,,
Libya,LBY1994,434,Libya,1994,,
Libya,LBY1995,434,Libya,1995,,
Libya,LBY1996,434,Libya,1996,-0.77576864,
Libya,LBY1997,434,Libya,1997,,
Libya,LBY1998,434,Libya,1998,-0.8588959,
Libya,LBY1999,434,Libya,1999,,
Libya,LBY2000,434,Libya,2000,-0.73467022,
Libya,LBY2001,434,Libya,2001,,
Libya,LBY2002,434,Libya,2002,-0.94772273,
Libya,LBY2003,434,Libya,2003,-0.82167041,2.0999999
Libya,LBY2004,434,Libya,2004,-0.82527351,2.5
Libya,LBY2005,434,Libya,2005,-0.87450439,2.5
Libya,LBY2006,434,Libya,2006,-1.0270568,2.7
Libya,LBY2007,434,Libya,2007,-0.95963645,2.5
Libya,LBY2008,434,Libya,2008,-0.86041951,2.5999999
Libya,LBY2009,434,Libya,2009,-1.1668214,2.5
Libya,LBY2010,434,Libya,2010,-1.2580994,2.2
Libya,LBY2011,434,Libya,2011,-1.2931659,2.0144899
Libya,LBY2012,434,Libya,2012,-1.3990918,2.0999999
Libya,LBY2013,434,Libya,2013,,1.5
Libya,LBY2014,434,Libya,2014,,
Liechtenstein,LIE1960,438,Liechtenstein,1960,,
Liechtenstein,LIE1961,438,Liechtenstein,1961,,
Liechtenstein,LIE1962,438,Liechtenstein,1962,,
Liechtenstein,LIE1963,438,Liechtenstein,1963,,
Liechtenstein,LIE1964,438,Liechtenstein,1964,,
Liechtenstein,LIE1965,438,Liechtenstein,1965,,
Liechtenstein,LIE1966,438,Liechtenstein,1966,,
Liechtenstein,LIE1967,438,Liechtenstein,1967,,
Liechtenstein,LIE1968,438,Liechtenstein,1968,,
Liechtenstein,LIE1969,438,Liechtenstein,1969,,
Liechtenstein,LIE1970,438,Liechtenstein,1970,,
Liechtenstein,LIE1971,438,Liechtenstein,1971,,
Liechtenstein,LIE1972,438,Liechtenstein,1972,,
Liechtenstein,LIE1973,438,Liechtenstein,1973,,
Liechtenstein,LIE1974,438,Liechtenstein,1974,,
Liechtenstein,LIE1975,438,Liechtenstein,1975,,
Liechtenstein,LIE1976,438,Liechtenstein,1976,,
Liechtenstein,LIE1977,438,Liechtenstein,1977,,
Liechtenstein,LIE1978,438,Liechtenstein,1978,,
Liechtenstein,LIE1979,438,Liechtenstein,1979,,
Liechtenstein,LIE1980,438,Liechtenstein,1980,,
Liechtenstein,LIE1981,438,Liechtenstein,1981,,
Liechtenstein,LIE1982,438,Liechtenstein,1982,,
Liechtenstein,LIE1983,438,Liechtenstein,1983,,
Liechtenstein,LIE1984,438,Liechtenstein,1984,,
Liechtenstein,LIE1985,438,Liechtenstein,1985,,
Liechtenstein,LIE1986,438,Liechtenstein,1986,,
Liechtenstein,LIE1987,438,Liechtenstein,1987,,
Liechtenstein,LIE1988,438,Liechtenstein,1988,,
Liechtenstein,LIE1989,438,Liechtenstein,1989,,
Liechtenstein,LIE1990,438,Liechtenstein,1990,,
Liechtenstein,LIE1991,438,Liechtenstein,1991,,
Liechtenstein,LIE1992,438,Liechtenstein,1992,,
Liechtenstein,LIE1993,438,Liechtenstein,1993,,
Liechtenstein,LIE1994,438,Liechtenstein,1994,,
Liechtenstein,LIE1995,438,Liechtenstein,1995,,
Liechtenstein,LIE1996,438,Liechtenstein,1996,1.3595393,
Liechtenstein,LIE1997,438,Liechtenstein,1997,,
Liechtenstein,LIE1998,438,Liechtenstein,1998,1.3801486,
Liechtenstein,LIE1999,438,Liechtenstein,1999,,
Liechtenstein,LIE2000,438,Liechtenstein,2000,1.3848828,
Liechtenstein,LIE2001,438,Liechtenstein,2001,,
Liechtenstein,LIE2002,438,Liechtenstein,2002,1.2993339,
Liechtenstein,LIE2003,438,Liechtenstein,2003,1.3165196,
Liechtenstein,LIE2004,438,Liechtenstein,2004,1.3303232,
Liechtenstein,LIE2005,438,Liechtenstein,2005,1.2721832,
Liechtenstein,LIE2006,438,Liechtenstein,2006,1.2747476,
Liechtenstein,LIE2007,438,Liechtenstein,2007,1.1142226,
Liechtenstein,LIE2008,438,Liechtenstein,2008,1.2144264,
Liechtenstein,LIE2009,438,Liechtenstein,2009,1.6849656,
Liechtenstein,LIE2010,438,Liechtenstein,2010,1.8541509,
Liechtenstein,LIE2011,438,Liechtenstein,2011,1.8184915,
Liechtenstein,LIE2012,438,Liechtenstein,2012,1.802768,
Liechtenstein,LIE2013,438,Liechtenstein,2013,,
Liechtenstein,LIE2014,438,Liechtenstein,2014,,
Lithuania,LTU1960,440,Lithuania,1960,,
Lithuania,LTU1961,440,Lithuania,1961,,
Lithuania,LTU1962,440,Lithuania,1962,,
Lithuania,LTU1963,440,Lithuania,1963,,
Lithuania,LTU1964,440,Lithuania,1964,,
Lithuania,LTU1965,440,Lithuania,1965,,
Lithuania,LTU1966,440,Lithuania,1966,,
Lithuania,LTU1967,440,Lithuania,1967,,
Lithuania,LTU1968,440,Lithuania,1968,,
Lithuania,LTU1969,440,Lithuania,1969,,
Lithuania,LTU1970,440,Lithuania,1970,,
Lithuania,LTU1971,440,Lithuania,1971,,
Lithuania,LTU1972,440,Lithuania,1972,,
Lithuania,LTU1973,440,Lithuania,1973,,
Lithuania,LTU1974,440,Lithuania,1974,,
Lithuania,LTU1975,440,Lithuania,1975,,
Lithuania,LTU1976,440,Lithuania,1976,,
Lithuania,LTU1977,440,Lithuania,1977,,
Lithuania,LTU1978,440,Lithuania,1978,,
Lithuania,LTU1979,440,Lithuania,1979,,
Lithuania,LTU1980,440,Lithuania,1980,,
Lithuania,LTU1981,440,Lithuania,1981,,
Lithuania,LTU1982,440,Lithuania,1982,,
Lithuania,LTU1983,440,Lithuania,1983,,
Lithuania,LTU1984,440,Lithuania,1984,,
Lithuania,LTU1985,440,Lithuania,1985,,
Lithuania,LTU1986,440,Lithuania,1986,,
Lithuania,LTU1987,440,Lithuania,1987,,
Lithuania,LTU1988,440,Lithuania,1988,,
Lithuania,LTU1989,440,Lithuania,1989,,
Lithuania,LTU1990,440,Lithuania,1990,,
Lithuania,LTU1991,440,Lithuania,1991,,
Lithuania,LTU1992,440,Lithuania,1992,,
Lithuania,LTU1993,440,Lithuania,1993,,
Lithuania,LTU1994,440,Lithuania,1994,,
Lithuania,LTU1995,440,Lithuania,1995,,
Lithuania,LTU1996,440,Lithuania,1996,-0.059670597,
Lithuania,LTU1997,440,Lithuania,1997,,
Lithuania,LTU1998,440,Lithuania,1998,0.031442136,
Lithuania,LTU1999,440,Lithuania,1999,,3.8
Lithuania,LTU2000,440,Lithuania,2000,0.18868354,4.0999999
Lithuania,LTU2001,440,Lithuania,2001,,4.8000002
Lithuania,LTU2002,440,Lithuania,2002,0.044652771,4.8000002
Lithuania,LTU2003,440,Lithuania,2003,0.26371938,4.6999998
Lithuania,LTU2004,440,Lithuania,2004,0.32461157,4.5999999
Lithuania,LTU2005,440,Lithuania,2005,0.22412872,4.8000002
Lithuania,LTU2006,440,Lithuania,2006,0.074642628,4.8000002
Lithuania,LTU2007,440,Lithuania,2007,0.03503276,4.8000002
Lithuania,LTU2008,440,Lithuania,2008,0.036169887,4.5999999
Lithuania,LTU2009,440,Lithuania,2009,0.12125838,4.9000001
Lithuania,LTU2010,440,Lithuania,2010,0.27074212,5
Lithuania,LTU2011,440,Lithuania,2011,0.24012166,4.751965
Lithuania,LTU2012,440,Lithuania,2012,0.31195641,5.4000001
Lithuania,LTU2013,440,Lithuania,2013,,5.6999998
Lithuania,LTU2014,440,Lithuania,2014,,
Luxembourg,LUX1960,442,Luxembourg,1960,,
Luxembourg,LUX1961,442,Luxembourg,1961,,
Luxembourg,LUX1962,442,Luxembourg,1962,,
Luxembourg,LUX1963,442,Luxembourg,1963,,
Luxembourg,LUX1964,442,Luxembourg,1964,,
Luxembourg,LUX1965,442,Luxembourg,1965,,
Luxembourg,LUX1966,442,Luxembourg,1966,,
Luxembourg,LUX1967,442,Luxembourg,1967,,
Luxembourg,LUX1968,442,Luxembourg,1968,,
Luxembourg,LUX1969,442,Luxembourg,1969,,
Luxembourg,LUX1970,442,Luxembourg,1970,,
Luxembourg,LUX1971,442,Luxembourg,1971,,
Luxembourg,LUX1972,442,Luxembourg,1972,,
Luxembourg,LUX1973,442,Luxembourg,1973,,
Luxembourg,LUX1974,442,Luxembourg,1974,,
Luxembourg,LUX1975,442,Luxembourg,1975,,
Luxembourg,LUX1976,442,Luxembourg,1976,,
Luxembourg,LUX1977,442,Luxembourg,1977,,
Luxembourg,LUX1978,442,Luxembourg,1978,,
Luxembourg,LUX1979,442,Luxembourg,1979,,
Luxembourg,LUX1980,442,Luxembourg,1980,,
Luxembourg,LUX1981,442,Luxembourg,1981,,
Luxembourg,LUX1982,442,Luxembourg,1982,,
Luxembourg,LUX1983,442,Luxembourg,1983,,
Luxembourg,LUX1984,442,Luxembourg,1984,,
Luxembourg,LUX1985,442,Luxembourg,1985,,
Luxembourg,LUX1986,442,Luxembourg,1986,,
Luxembourg,LUX1987,442,Luxembourg,1987,,
Luxembourg,LUX1988,442,Luxembourg,1988,,
Luxembourg,LUX1989,442,Luxembourg,1989,,
Luxembourg,LUX1990,442,Luxembourg,1990,,
Luxembourg,LUX1991,442,Luxembourg,1991,,
Luxembourg,LUX1992,442,Luxembourg,1992,,
Luxembourg,LUX1993,442,Luxembourg,1993,,
Luxembourg,LUX1994,442,Luxembourg,1994,,
Luxembourg,LUX1995,442,Luxembourg,1995,,6.8499999
